"","X","AD","AL","AT","BA","BE","BG","BY","CH","CY","CZ","DE","DK","EE","EL","ES","FI","FO","FR","GG","HR","HU","IE","IM","IS","IT","JE","LI","LT","LU","LV","MC","MD","ME","MK","NL","NO","PL","PT","RO","RS","SE","SI","SK","SM","TR","UA","UK","VA"
"41","1961-05",0.91698495944341,-0.11639874916437,0.682944483431438,0.301473792537961,1.93850138825323,0.735257539067533,0.837183365565343,1.16484037010733,-1.00981896441234,1.08443043702455,1.58768245657657,0.866253972943331,0.301282533667092,0.436684059205486,0.756913617550839,-0.234061681089836,-1.49804954301743,1.12760869744678,2.57318902015686,1.04932695141796,1.0495766249165,1.36280099034637,0.442300885363861,-0.594474688860984,0.635712590589663,2.231938123703,0.142099216580391,0.796435439140618,1.11249171876907,0.489018686677383,1.29921460151672,-0.203854134495424,-0.100747337780667,-0.0420561703493556,1.64072409496933,-0.290433828198666,1.44049994207346,0.657858371018179,0.0829224036243481,-0.0485613712401696,0.6579311805942,1.09130075848777,1.32798094101763,0.932750642299652,-0.599888212340174,0.879019222819103,0.751330998844925,NA
"42","1961-06",0.969545761744182,0.0881561104947256,0.679060144020031,0.288185676707765,2.61986923712576,0.758787034182042,0.606901819723844,0.85304017115885,-1.00791722943908,0.828364203827787,2.04141767460121,0.729007524416491,0.466846518544994,0.419174507174564,0.697776363822296,-0.0928847601698177,-1.33613903181893,1.16721313376912,3,1.12463935300934,0.712198411764411,1.26958765304434,0.444684057875916,-0.400852633110169,0.558457042778509,3,0.145738169550896,0.69953307355469,2.41843388366699,0.519405412040435,1.20119893550873,-0.27326295745391,0.129234867785157,0.0537462081602146,2.03817435763573,-0.277542442378763,1.24843963274941,0.76661352846318,-0.169127343673892,-0.0336888607612014,0.852499659460274,0.894970969156738,0.923739439721894,0.781952857971191,-0.620896356984491,0.816158640905597,1.03965775677084,NA
"43","1961-07",0.839480326573054,-0.0760343196059046,0.323636246596078,-0.0249289484844204,2.57637019678094,0.568895124626997,0.143577352291043,0.822726217077752,-0.993103058557761,0.40260169338824,2.36075611622027,0.791423369351401,0.510474652801761,0.379129360557166,0.751357075515283,0.195369381465175,-1.2411811162555,0.983649880948566,3,0.796780921985207,0.100054099573965,1.00916048279143,0.126237363727004,-0.670561242505805,0.460619084161619,3,-0.144959181547165,0.160678279635934,2.77131824684143,0.400134422641437,1.12782406806946,-0.0171461349415852,-0.2351355841059,-0.221565184491058,2.27203952464901,-0.288784789938472,0.447290892074842,0.789485520828299,-0.279380480391332,-0.334656970722626,0.869407546636116,0.6279321592846,-0.267276770742474,0.132125958800316,-0.66403171186928,0.619585318597285,0.760812548666542,NA
"44","1961-08",0.417524468898773,0.0127405389404369,-0.0750278412320116,-0.267163811044789,2.07536506432074,0.535705667248192,0.363302348551255,0.286890152083808,-1.10112595981673,0.0130340117267065,2.17211536905393,0.892658956675716,0.826231988744779,0.295511559864925,0.628808791415224,0.714253143483886,-1.03630307742528,0.299204827346582,1.14413118362427,0.374657742599281,-0.389293146568153,0.730026833609284,0.336884880817875,0.0717044393436184,0.3675366692986,0.658912837505341,-0.483271300792694,0.173280499708541,2.60305083942413,0.543821380828627,0.819108903408051,0.155657639355393,-0.223452258354692,-0.224281036385355,2.06874530992873,-0.257222598956118,0.195929024461527,0.656880253391684,-0.279787349364804,-0.482880028779208,0.657748498497431,0.153911760201368,-0.751623422616708,0.0527188740670681,-0.892963669932718,0.286211664181355,0.478801887225046,NA
"45","1961-09",0.204869761566321,-0.55051302996121,-0.798995450416126,-0.93300187597602,1.75778480966505,0.240802480210158,0.205845539274152,-0.289181933645981,-1.05893353882589,-0.412653811115124,1.97024804105124,1.08654270102337,0.848982765118677,-0.18853725466537,0.865376852090194,0.801409297806789,-0.922030584206657,-0.129403571391791,0.821195781230927,-0.547664610904447,-1.06082638463989,0.696177198757327,0.512298078931592,0.405120363083215,-0.248775688585807,0.400310784578323,-0.917121052742004,0.109340231497677,1.8265330657959,0.498931707919398,0.258222669363022,-0.296210196664107,-0.672436720832169,-0.962027211455016,2.23381820285255,-0.119035472802683,-0.14548040737224,0.713781677606352,-0.609618480761131,-1.13731899431559,0.74145868664789,-0.820451111087771,-1.62429514996443,-0.601246178150177,-0.710303979197485,-0.036711858227669,0.472500373757102,NA
"46","1961-10",-0.481780646244685,-0.872370052482435,-0.962718696687926,-1.00282365503242,1.18919278918212,0.387523655355463,-0.568356750701683,-1.00785913811363,-0.534085346052521,-0.836851965140701,1.15124397236263,1.13179699809639,0.692038447350943,-0.00731870051503793,0.118253121395317,1.10143818587688,-0.498677117010904,-0.622275017057058,0.274828523397446,-0.592936921603324,-1.63349677349175,1.00653733917689,0.88785058039206,0.99612261588864,-0.45040057021379,-0.0856973454356194,-1.34319341182709,-0.311892152292793,1.20431142044067,0.0869112153128614,-0.431393265724182,-0.606183063724172,-0.992891550410051,-0.92512306237479,1.58562637782488,0.203381706516469,-0.649811107776767,0.146249440657584,-0.824348368639162,-1.30553962169548,0.872820451255157,-0.740659914757423,-1.93853967682554,-0.691155016422272,-0.589261528243223,-0.859753876234151,0.352872648358655,NA
"47","1961-11",-0.174068671713273,-1.00790046926452,-0.819023675326981,-1.34926310066374,0.892396915156875,0.374135939606531,-0.998002320200327,-1.27316751691054,-0.442263258454439,-0.603904761206994,0.905700894143055,0.772818765480734,0.495297284501379,0.000552487871354111,0.530115996255899,1.19808957213388,-0.521078550626361,-0.714838172505151,-0.304916143417358,-0.705003031951329,-1.63027158971815,0.406082816479904,0.303239443235927,1.35379021899463,-0.271540882042044,-0.401130497455597,-1.65949881076813,-0.640931486900972,0.933985175609589,-0.210038672996053,0.436001151800156,-0.835451270772047,-1.25249237701865,-0.96079086638745,1.11091351378811,0.559873978946319,-0.467070179990801,-0.0223170389024692,-1.01695548705177,-1.3781126956125,0.689862554286957,-0.514856372563873,-1.58995536379127,-0.684781312942505,-0.566480977775268,-1.08263256319724,-0.0219406115441032,NA
"48","1961-12",-0.623851974805196,-1.30889228008054,-0.6757895659609,-1.27186305331689,1.00249969414025,0.036768219056008,-1.09772429234842,-1.18561830740861,0.680758623308257,-0.46334430732742,0.788751686105374,0.285370190274008,0.35670114140513,-0.594926228173868,0.470577906079825,1.10305766899339,-0.661644830590203,-0.812221919680127,-0.512915790081024,-0.965149108186049,-1.76036649995134,-0.0940088150838956,-0.183098267625879,0.926616625549972,-0.772407465473302,-0.653502285480499,-1.33083343505859,-0.736089296780881,0.995146977424622,-0.261930937607295,-0.213690042495728,-1.02240566397114,-1.49263576626975,-1.11830802471629,1.22235043469023,0.698810029966441,-0.629169694451648,0.408337054010689,-1.06237107834202,-1.47755588002402,0.506161726387819,-0.843585976993792,-1.5449456342949,-0.821584939956665,-0.324979766954622,-1.2716887047239,-0.161298316086848,NA
"49","1962-01",-0.628617628415426,-1.61209784567597,-0.37323218884725,-0.995288270168888,0.737177331424003,-0.0684362638758547,-1.01811387051639,-0.875533484336188,0.713315488045153,-0.290419940401193,0.827100354213425,0.543633749395426,0.421959543288136,-0.908074334047725,0.493774329791249,1.25271967216115,-0.326424299251466,-0.940120969663909,-0.709163010120392,-0.765503914607169,-1.82534534094717,-0.0848438633156164,0.399286294424975,1.05349076883731,-1.02788293995386,-0.850303411483765,-0.905869960784912,-0.6670581858965,0.679693605899811,-0.0500420828909075,-0.520786941051483,-1.29137582675033,-1.51566670051657,-1.16599668191228,1.11740024862556,0.987983291956649,-0.609716539100868,0.336587116401494,-1.15866773660856,-1.37734549187,0.816877609976835,-0.680549449532546,-1.49409975301249,-1.26617157459259,-0.648773702170373,-1.42648387743407,-0.0687981829342127,NA
"50","1962-02",-0.450734566152096,-1.21199789486433,-0.359536822003994,-0.638283039919131,0.715962161097109,0.2198540006178,-0.97127211626745,-0.790523853676889,0.237557294317766,-0.219347154598738,0.866317457756626,0.710338159688655,0.571104452773095,-0.59336935839762,0.72920664383564,1.40965922922163,-0.514460281247184,-0.933198185739838,-0.937654733657837,-0.495318031381144,-1.64445510667541,-0.420500386408179,0.0177803116816062,1.00226145889777,-0.860625819976218,-0.962022185325623,-0.815842270851135,-0.584156970233232,0.7089021525383,0.0644785370682619,-0.324132889509201,-1.06787193275651,-1.1207987307316,-0.790487375984553,0.95710685705878,0.94799602637158,-0.356232427932965,0.296264024460535,-0.860501170402214,-1.04056384545485,0.876143627859017,-0.535877166334075,-1.15817949205271,-1.12641775608063,-0.448956688422055,-1.2163017003749,-0.207843599183202,NA
"51","1962-03",0.136337556193272,-0.169764555929613,-0.090993676272068,0.260683742693164,0.930341238814904,0.569115663447162,-0.67149081756278,-0.305725619762355,-0.283878354390005,0.0785235949415738,0.944316959767856,0.68604043461999,0.254144888417016,-0.371835344244793,1.50944312767692,1.1609295242945,-0.782442612307412,-0.174763980464586,-0.323936969041824,0.271921645738541,-1.01697470439757,-0.0656210120046993,0.136284104651875,0.451197871377907,-0.242746315843501,-0.224165007472038,-0.660581886768341,-0.485616407951936,0.965395873069763,0.0305555562474497,0.325414925813675,-0.361511648016831,-0.304600273303002,-0.0858753618182419,0.978617761890745,0.465582571613113,-0.163542917339123,0.975635517877762,-0.0664052984266683,-0.395882790889235,0.749446195086003,-0.075058124249121,-0.828012478524247,-0.27603155374527,-0.524897188525274,-0.836701711278259,-0.0691128661966541,NA
"52","1962-04",0.113780364890893,0.0915130700810477,-0.116802466387828,0.548602591299132,0.770085246760117,0.742459404126733,-0.54312870178365,-0.453548285733187,-0.0372153239030587,-0.0143392721928326,0.844634097138278,0.749653413349378,0.363033630373238,-0.277534888918296,1.6411654208071,1.36208550232877,-0.923455305515774,-0.238459732881874,-0.633470475673676,0.395388668450561,-1.03279723808594,-0.468673704123063,-0.422259522808923,0.581906898690627,-0.30371609328331,-0.454589128494263,-0.46009549498558,-0.251956854002411,0.871583221912384,0.105004629097647,-0.0660279020667076,-0.345801087370888,0.145167117719083,0.0423946365014741,1.09128838010499,0.629726486921989,-0.131258260566464,0.746847327188616,0.0130533643199266,-0.317479621328387,1.02543628626661,0.042096879948758,-0.611738495689103,-0.824572384357452,-0.264677973613071,-0.867237679301333,-0.211585210487599,NA
"53","1962-05",-0.0526277482509613,-0.43492281617001,-0.0196585583505198,-0.300818943873127,0.964762188998523,-0.128467073893365,-0.11350685430399,-0.555221245873992,0.119999143245973,0.0897854048235914,0.619001721136806,1.06697406827306,0.568817665050948,-0.554710093356078,1.55087004487744,1.37112372448002,-0.838648453591362,-0.0294441345891388,-0.350636929273605,-0.244638274174237,-1.70999424588404,-0.288377956868737,-0.229439747278337,0.430470406325852,-0.262304479547411,-0.190440252423286,-0.610350370407104,0.106686150891846,0.964573467254639,0.302282936618215,0.00153754209168255,-0.749531782657728,-0.553153425050439,-0.689579120827065,1.19805250881148,0.598272188580842,0.246284806834701,0.525809433494419,-0.477608365865037,-1.30798180463195,0.883569364358696,0.488732253279,-0.434669145211064,-1.06884372234344,-0.388151492606432,-1.31436113687286,0.0477820281436711,NA
"54","1962-06",-0.0985166291395823,-0.655534646572613,-0.422546542013314,-0.219526474734412,0.336866895210279,-0.790785961560232,0.512840416150506,-0.816668997899077,0.0769667081841219,-0.184711834469405,0.113312944400647,1.04154419636236,0.704739559904978,-0.75456307704374,1.46392780367437,1.52874237103476,-0.865450415346358,-0.29394264698551,-0.613007485866547,-0.323857396410294,-1.88852891871233,-0.370424216511615,-0.37783590345471,0.498106049281745,-0.289097837078246,-0.433206915855408,-0.851500034332275,0.0338112057730885,-0.0237240644097328,0.444126772021204,0.032421637326479,-0.559828845711442,-0.749494444249911,-1.09289326161039,0.900253561008823,0.532467947893873,0.155499996246554,0.400410409084957,-0.445516610438356,-1.54744740799782,0.630755599491291,0.587589963023447,-0.597607163147561,-1.10884690284729,-0.751453877340526,-0.908156631954901,-0.0379894769942634,NA
"55","1962-07",-0.172564863661925,-0.689476847359043,-0.178510921664851,-0.25795072038713,0.299632358406986,-0.786736868216228,1.47638086658007,-1.2763285603496,0.184416630652145,-0.120382530890382,0.0785327233779143,0.714776649247619,0.562541345206707,-0.688146665968172,1.34653253377988,1.43401310780204,-0.94757152171362,-0.385677091243326,-0.556130051612854,-0.0576491915626683,-1.54359573369149,-0.694238093864137,-0.464203851090537,0.542278806891817,-0.422484814126385,-0.457173854112625,-0.887495577335358,0.165464484875097,-0.217573133915663,0.289366432643826,-0.0288695301860571,-0.424454327095129,-0.772167713735036,-0.96036127306494,0.813441976693159,0.322909295531659,-0.0319005954317428,0.366310842760874,-0.369539257884633,-1.41652041553917,0.265663721872629,0.976209130200213,-0.561506962593419,-1.36448347568512,-0.778197142785825,-0.460454756055302,-0.157295998075976,NA
"56","1962-08",-0.204207736253738,-0.679954397732671,-0.317258994074568,-0.23399749960313,0.427028617915599,-0.957292622980227,1.3808533796623,-1.22421061924596,0.393412586688799,-0.105388264663876,-0.0456933345692237,1.26283984911954,0.732837218243136,-0.664767625462105,1.28450499822421,1.11010682796909,-0.792730201804449,-0.34439924652675,-0.24842357635498,-0.0696183372433023,-1.13771985710544,-0.442680989684309,-0.270837827137223,0.115104416319878,-0.50992224592915,-0.0712728425860405,-1.08562827110291,0.657682707354769,-0.34247686457634,0.47587514834937,-0.0718718022108078,-0.570376738823882,-0.898242208668051,-0.888778613093528,0.679774858130783,0.368033675773773,-0.0272434973472858,0.38563197437854,-0.58998329449263,-1.2996416152251,0.148728473590861,0.895850683615935,-0.392890086111327,-1.34123265743256,-0.780813931070888,-0.4617916898141,0.0826349248318915,NA
"57","1962-09",0.119895347456137,-0.463282113712326,0.0793635555476689,-0.0316728020460071,0.426280268623778,-0.980859030525754,1.41457193301878,-1.20144229230326,0.387013439794904,0.198390057629551,0.227874405260606,1.21659033828718,1.19904935069045,-0.256009361871296,1.14714660695955,1.50847498888234,-0.709691555727096,-0.270479872850335,-0.131694778800011,0.429330727756855,-1.1013739088729,-0.284510572250475,0.0666708708913238,-0.192098708990441,-0.32732713792166,0.0515324994921684,-0.971428871154785,1.2427969925435,-0.183531576752663,1.04405803127341,-0.368658781051636,-0.266265374034734,-0.717336136285543,-0.820336866975906,0.687766705337871,0.266484982673021,0.321905970357289,0.404424113470512,-0.316647093426228,-1.26297566735162,0.375532078306933,1.99425833332448,-0.156048291822067,-0.866898417472839,-0.921346104764229,-0.254460771296104,0.196436328178066,NA
"58","1962-10",0.275862886508306,0.0240851621456474,-0.123467938204884,-0.324309064487993,-0.0511133630794507,-0.678901047049534,1.57167439606849,-1.49366820384383,0.208196836023738,-0.0599446363084804,-0.0686095332032363,0.836354718465503,1.36266090044314,0.230481587058789,1.02505813162901,1.43916100468347,-0.618214814435868,-0.707115728551026,-0.606664955615997,-0.190079062777175,-1.1360058203228,-0.767312751272084,-0.767293830712636,-0.379789768835434,-0.584222976324424,-0.363369107246399,-1.03089594841003,1.20408893781302,-0.586635226130485,1.13838970953227,-0.793796479701996,-0.394778542389199,-0.544778951364963,-0.462487039929558,0.51446943439014,0.460785042131202,0.234574528022258,0.262727649771034,-0.418579716167899,-1.04611978707549,0.151001968409255,1.38771784820575,-0.375724233382057,-0.81718647480011,-0.708766887943319,-0.337134754846765,-0.400573677846336,NA
"59","1962-11",0.873580567042033,0.561484551441814,0.201889646181197,0.0581863595440734,-0.289734747315523,-0.444780003441483,1.79901474795414,-1.54510582792493,-0.279115349681754,0.0219307281366316,-0.23454210876933,0.652371389843935,1.4938160999415,0.690083817817872,0.592426497315195,1.32955057113145,-0.669199399531834,-0.689332940935791,-0.324933081865311,0.663096372333713,-0.65092990662524,-0.76525691014545,-0.601694948143429,-0.870819604389562,-0.548501711184762,-0.205106422305107,-0.937285959720612,1.3135681043616,-0.773809903621674,1.33468975334118,-1.55215179920197,-0.117238428437404,-0.280582264631023,-0.0483655674241833,0.268760593579522,0.212575095524971,0.219978263020993,-0.0378494361484327,-0.187815233478916,-0.831132076412559,-0.0371576148712767,1.69389382007967,0.149449538998695,-0.408441424369812,-0.886100073755419,-0.317897976876686,-0.383719034477354,NA
"60","1962-12",1.0874227364858,0.772831365429167,0.134948506377248,-0.0786635572845338,-0.32379391022136,-0.323923298097944,1.72367406152056,-1.31624282090371,-0.50968568842662,-0.029539760929009,-0.340461962454075,0.469854779899547,1.37002196883578,1.35875004413816,0.501828775100517,1.07212226472211,-0.347952462851055,-0.737307303610793,-0.401263177394867,0.71431182004345,-0.637350485919297,-0.630463769971517,-0.29753293759293,-0.47216356799419,-0.549726690083219,-0.280319392681122,-0.521449565887451,1.11780688145331,-0.860635702610016,1.09118130881463,-1.67109489440918,-0.0181620965154261,-0.223690033842428,0.00261388182888457,0.0368267641370337,0.165460882441443,0.214684821018946,-0.741792598043621,-0.20797733820273,-0.974221904479927,-0.038202710467743,1.55034271312044,0.11173058494455,-0.630791246891022,-0.423344650229436,-0.100611373124553,-0.508980073575638,NA
"61","1963-01",0.991969752311707,1.63734652052524,0.0809839784107472,0.184643520668662,-0.577437947955016,0.363967577392173,1.6293172779271,-1.8306776491638,-0.619990950744403,-0.146227865012327,-0.631071872853607,-0.0211508288945249,1.09051708218027,1.69302417076763,0.514270953195574,0.855370680584278,-0.712115945324065,-0.989975791231697,-0.861502230167389,0.916982611709614,-0.285477827235502,-1.24597570538855,-1.2214391540598,-1.50309287323704,-0.324818495786623,-0.542101621627808,-0.796829700469971,0.918017403467679,-1.08894425058365,0.740998862071663,-0.86049497127533,0.467658168259746,0.322300228857085,0.737925219756386,-0.379203914960877,0.0859385878961583,0.245483619062454,-0.134839098461415,0.315762231750349,-0.364817703685526,-0.329045012607352,1.67684756456708,0.322058541671468,-0.186871066689491,0.172306737452659,0.0991770328603272,-0.994233808696756,NA
